gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,1,1,1.4470429365269428,1,0,1,2,2,0,2,0,2,2,0,0,1.0049466615923774,1.938115234073186,0
1,0,0,1,0.30505707504254176,0,1,0,2,2,0,2,0,0,1,0,3,-0.8195780262982608,-0.3204290291469438,0
1,0,1,1,-0.06200980900601573,1,2,2,1,1,1,1,1,1,2,0,3,-1.3019045162602345,-0.6770993309626654,0
0,1,0,1,0.01956060967144149,1,2,1,0,2,2,0,2,2,0,1,0,1.3459015941517039,0.5182502259111137,0
1,1,1,0,0.9168352151234709,1,2,1,0,2,2,2,2,2,2,1,2,1.6203287349921371,1.765747014740633,0
1,0,1,1,1.4470429365269428,1,2,2,1,1,1,1,1,1,2,1,0,-1.360116334014266,-0.27620094113033666,0
0,0,1,1,-0.8369287864418593,1,0,2,1,1,1,1,1,1,0,0,0,-1.5131302549677197,-0.9230560299078874,0
1,0,1,0,1.5693985645431285,1,0,0,2,2,2,2,2,2,2,1,0,0.7055715988573593,1.6568643003017436,0
1,0,0,0,0.30505707504254176,1,2,1,0,2,2,0,2,2,0,1,3,1.2560890753311986,0.8019717561203911,0
0,0,1,1,1.2839020991720282,1,2,1,0,2,2,0,0,2,1,1,2,0.9301028959086229,1.6281215578151407,0
1,0,1,0,0.8352647964460137,1,2,1,0,2,0,2,0,2,1,0,0,1.093095985619911,1.214495184548606,0
1,1,0,0,-0.8369287864418593,1,0,1,0,2,2,2,0,0,0,1,3,0.6290646383806325,-0.556150399992562,1
1,1,0,0,0.8352647964460137,0,1,0,0,2,2,0,2,2,0,1,2,-0.3472307050941209,0.24891109639352083,1
1,0,1,0,1.6101837738818572,1,2,1,2,2,2,0,2,0,2,1,1,1.0997487647918003,2.1281967475091483,0
1,0,0,0,0.5497683310749134,1,0,2,1,1,1,1,1,1,2,0,2,-1.4948351122450239,-0.6102829326572772,0
1,0,0,0,0.30505707504254176,1,2,2,1,1,1,1,1,1,2,1,3,-1.340157996498598,-0.5807681287838505,0
1,0,0,0,-0.8369287864418593,0,1,0,2,2,0,2,2,0,0,1,0,-0.4636543406021835,-0.743209844571529,0
1,0,0,0,-0.9592844144580451,1,0,1,2,0,0,0,0,0,0,0,2,0.3563006923331715,-0.7185921157802405,0
0,0,1,1,0.7536943777685564,1,2,1,0,0,0,2,0,0,0,1,2,0.5276097560093209,0.8058320630545089,0
1,0,1,1,0.6721239590910992,1,0,1,0,2,2,0,2,0,0,1,1,0.8486063510529795,0.9724870281245674,0
1,1,1,0,0.34584228438127035,1,2,1,0,0,2,0,2,2,0,1,2,1.161286972131776,0.8686558010451811,1
0,0,0,0,0.9576204244621995,1,0,0,2,0,2,2,0,0,1,1,1,-0.15430010910933153,0.43782348830086437,0
1,0,0,0,-1.1632104611516882,1,0,2,1,1,1,1,1,1,0,1,2,-1.4865191382801624,-0.9858797678985594,0
1,0,1,0,-0.5106471117320305,1,0,0,2,0,0,2,0,2,1,1,3,-0.024570915257490132,-0.44819415921786093,0
0,0,1,1,-0.2659358556996588,1,0,2,1,1,1,1,1,1,0,1,1,-1.48485594348719,-0.7925335377411717,0
0,0,1,1,-0.5106471117320305,1,2,1,0,2,2,0,2,2,0,1,0,1.362533542081427,-0.02236921603951421,1
0,0,0,0,-1.0408548331355023,1,2,1,0,0,0,0,0,0,0,0,3,0.3513111079542548,-0.7983570864874981,1
1,0,0,0,-1.0408548331355023,1,2,1,0,0,0,0,2,2,0,1,2,0.9633667917680695,-0.7300406832019957,1
1,0,0,0,0.7536943777685564,1,0,1,0,2,2,0,2,2,0,1,2,1.134675855444219,1.212267235975201,0
0,0,0,0,-1.1632104611516882,1,2,1,0,2,0,0,0,0,0,1,3,0.51264100287257,-0.8674234922630577,0
0,0,0,0,-1.285566089167874,1,0,2,1,1,1,1,1,1,0,0,1,-1.5081406705888027,-1.0018283502606575,0
1,0,1,1,-0.22515064636093016,1,2,1,2,2,0,2,2,0,0,0,2,1.1928876731982503,0.22199924233852794,0
1,0,0,0,-0.4290766930545732,1,2,1,2,0,0,0,2,2,0,1,2,1.1928876731982503,-0.08618560438467364,1
1,0,0,0,-0.8369287864418593,1,0,0,0,2,0,2,0,0,0,1,3,-0.3705154321957335,-0.7242833111459684,0
0,0,1,1,-1.2039956704904167,0,1,0,0,0,0,2,0,0,0,1,3,-1.1272690629981406,-0.9685194161434122,1
0,0,1,1,0.060345819010170096,1,2,2,1,1,1,1,1,1,1,1,1,-1.3068941006391515,-0.6058270355104669,0
1,0,1,0,-0.347506274377116,1,2,0,2,0,0,2,0,0,1,1,2,-0.21750151124227976,-0.41623081780336524,0
1,0,0,0,0.7536943777685564,1,2,1,0,0,2,0,0,0,0,0,1,0.5026618341147361,0.8611778350413758,1
0,1,0,0,-0.7553583677644021,0,1,0,0,0,0,0,2,2,0,1,2,-0.6166682615556374,-0.713672981801336,0
1,0,1,0,1.0799760524783852,1,2,1,2,2,2,2,2,2,2,0,2,1.6253183193710543,1.884225349272901,0
1,0,0,0,-1.2039956704904167,1,0,1,0,2,2,0,0,2,0,0,2,0.8486063510529795,-0.8920191621575799,0
0,0,1,1,1.324687308510757,1,2,1,2,0,2,2,2,2,2,0,2,1.4772939827965175,2.226711780467835,0
1,1,0,0,-1.1224252518129596,1,0,1,0,0,0,0,0,0,0,1,3,0.1783388494851331,-0.864026422161034,1
0,0,1,1,1.0799760524783852,1,2,0,2,2,2,2,2,2,2,0,1,0.8452799614670345,1.2810468760927978,0
1,0,1,1,1.6101837738818572,0,1,0,2,2,2,2,2,2,2,1,1,0.012019370187900788,0.9655164167463893,0
0,0,1,1,1.2023316804945712,1,0,1,0,2,2,0,2,2,0,1,2,1.1729293356825825,1.7615999421485522,1
1,0,0,0,-0.18436543702220157,1,2,1,2,2,0,0,0,2,0,1,1,0.9849883240767099,0.1628152223143099,1
1,0,0,0,-1.2039956704904167,1,0,0,0,0,0,2,0,2,0,0,3,-0.14099455076555298,-0.9235854434302806,0
1,0,0,1,-0.551432321070759,1,2,2,1,1,1,1,1,1,0,1,1,-1.3567899444283211,-0.8166880297003661,0
1,0,0,0,-1.285566089167874,1,0,2,1,1,1,1,1,1,0,1,3,-1.509803865381775,-1.0018504091574238,0
1,0,0,0,-0.347506274377116,1,0,1,0,2,2,2,0,0,0,1,2,0.7005820144784427,-0.08082529247044141,0
1,1,0,0,0.9984056338009281,1,0,0,0,0,2,2,0,0,1,1,2,-0.37883140616059513,0.328874597171676,0
0,0,0,0,1.6101837738818572,1,2,2,1,1,1,1,1,1,2,0,1,-1.3118836850180684,-0.18701682150383145,0
1,0,0,0,1.4062577271882142,1,0,2,1,1,1,1,1,1,2,0,0,-1.4765399695223285,-0.37914981233906764,0
1,0,1,1,0.7944795871072851,1,0,2,1,1,1,1,1,1,1,1,1,-1.4648976059715222,-0.5376871033990955,0
1,0,1,1,1.5693985645431285,1,2,0,2,2,2,2,2,2,2,0,1,0.8319744031232563,1.838298726205282,0
0,0,1,0,-0.2659358556996588,1,2,2,1,1,1,1,1,1,1,0,3,-1.2935885422953728,-0.7086656122353661,0
0,0,0,0,0.1011310283488987,1,2,1,2,2,2,2,2,2,2,1,3,1.6070231766483587,0.7163391188732746,0
0,0,1,1,0.9168352151234709,1,0,1,0,0,0,0,0,0,2,1,1,0.13842217445379726,0.6848169553941066,0
0,0,1,1,0.01956060967144149,1,0,2,1,1,1,1,1,1,2,0,3,-1.489845527866107,-0.7147097499493562,0
1,0,1,0,1.6101837738818572,1,2,1,2,2,2,0,2,2,2,1,2,1.488936346347324,2.466139045970207,0
1,0,0,1,-1.285566089167874,1,0,2,1,1,1,1,1,1,0,1,3,-1.5197830341396088,-1.0019827625380224,0
1,0,0,0,-0.9184992051193165,0,1,0,0,0,0,0,0,2,0,1,3,-1.0308037650057458,-0.8787838240977474,1
0,1,1,0,0.18270144702635593,1,0,1,0,0,2,2,2,0,0,0,2,0.8353007927092008,0.47708832454503436,0
1,0,0,0,-0.8369287864418593,0,1,0,0,2,0,2,0,0,0,0,3,-1.0274773754198012,-0.815254201410551,0
1,0,1,1,-1.285566089167874,1,0,2,1,1,1,1,1,1,1,0,3,-1.4798663591082732,-1.001453349015629,0
1,0,1,0,1.2023316804945712,0,1,0,2,2,0,2,0,0,2,1,1,-0.8744634544663474,0.02435152731169482,0
0,0,0,0,-1.285566089167874,0,1,0,0,0,0,0,0,0,0,0,0,-1.3185364641899577,-0.9993136360292894,0
0,0,0,0,-0.5922175304094877,1,2,0,2,0,2,0,0,0,0,1,3,-0.14265774555852523,-0.5002972733800686,0
1,1,1,0,1.4878281458656715,1,2,1,0,2,0,0,2,0,0,1,2,0.8336375979162285,1.6997688545123675,1
1,0,0,0,-1.2447808798291453,1,0,1,0,2,0,0,0,0,0,1,2,0.3280263808526422,-0.9465708138608565,0
1,0,1,1,-0.551432321070759,1,0,2,1,1,1,1,1,1,0,0,3,-1.4732135799363837,-0.8273865946320642,0
1,0,0,0,-0.8369287864418593,1,2,1,0,0,0,0,2,0,0,1,2,0.6506861706892729,-0.5430032975197949,1
1,0,0,0,-0.9592844144580451,1,0,2,1,1,1,1,1,1,0,0,3,-1.4798663591082732,-0.9302472302537296,0
1,0,0,0,-0.22515064636093016,1,0,0,2,0,2,2,2,2,1,0,2,0.5592104570757952,-0.03432513808689626,0
1,0,0,1,-0.22515064636093016,1,2,1,0,0,0,2,0,0,0,1,2,0.4860298861850129,-0.04844283201738434,1
1,0,1,1,-1.285566089167874,1,0,1,0,0,0,0,2,2,0,0,3,0.8070264812286715,-0.971122365961846,1
0,1,0,0,-0.347506274377116,1,0,2,1,1,1,1,1,1,0,1,3,-1.4831927486942178,-0.8075335875423153,0
1,1,0,0,-0.7553583677644021,1,2,1,0,0,0,0,0,0,0,1,2,0.3346791600245316,-0.5530621544452677,1
0,1,0,0,-0.02122459966728712,1,0,1,0,2,0,0,0,0,0,1,2,0.31638401730183613,-0.00591327905178916,1
0,0,0,0,-0.877713995780588,1,0,2,1,1,1,1,1,1,1,0,3,-1.4931719174520517,-0.916945715503598,0
1,0,0,0,-1.285566089167874,1,2,2,1,1,1,1,1,1,0,1,3,-1.3268524381548195,-0.9994239305131213,0
1,1,0,1,0.22348665636508452,1,2,1,2,0,0,0,0,0,0,1,3,0.5176305872514871,0.38483801826800135,0
0,0,1,1,-0.9592844144580451,1,0,2,1,1,1,1,1,1,2,0,3,-1.5014878914169132,-0.917519246819524,0
1,0,1,1,0.8760500057847422,1,2,0,2,2,0,2,0,0,2,1,1,0.02532492853167956,0.5630959630371796,0
0,0,0,0,-0.14358022768347295,1,2,0,0,0,0,0,2,2,1,1,1,0.20328677137971796,-0.0927591556210572,0
1,1,1,0,0.4681979123974562,1,2,1,0,0,2,0,2,0,0,1,2,0.8086896760216437,0.7719937154148704,0
1,0,1,1,1.0799760524783852,1,0,0,2,2,2,2,2,2,2,1,2,0.7271931311659997,1.2774953937134093,0
0,0,0,0,-1.2039956704904167,1,0,0,0,0,0,0,0,2,0,1,2,-0.3189563936135916,-0.9239163268817764,1
0,0,1,1,-0.5922175304094877,1,0,0,2,2,0,2,0,0,1,1,3,-0.11272023928502345,-0.5306944331241507,0
1,1,0,0,1.4062577271882142,1,2,2,1,1,1,1,1,1,2,0,1,-1.3235260485688747,-0.27273769433801376,0
0,0,1,1,-0.4290766930545732,1,0,0,0,2,0,2,0,0,0,0,2,-0.3239459779925085,-0.47837072999427926,1
1,0,0,1,0.01956060967144149,0,1,0,2,0,0,2,0,0,1,0,1,-1.025814180626829,-0.5190032178379652,0
1,0,0,0,-1.1224252518129596,1,0,2,1,1,1,1,1,1,0,0,3,-1.4948351122450239,-0.9632252809194791,0
0,0,0,0,-1.2447808798291453,1,0,2,1,1,1,1,1,1,0,0,3,-1.4948351122450239,-0.9936224406635613,0
1,0,1,1,1.6101837738818572,1,2,0,2,2,2,2,2,2,2,0,1,0.8253216239513669,1.7863059065269062,0
1,0,0,1,-0.9592844144580451,1,0,2,1,1,1,1,1,1,0,0,3,-1.4798663591082732,-0.9292325210024759,0
1,0,1,1,1.4062577271882142,1,2,2,1,1,1,1,1,1,2,0,3,-1.2836093735375391,-0.2653479639212739,0
0,0,1,0,-0.6737879490869448,1,2,1,0,0,0,0,2,0,0,1,2,0.6673181186189963,-0.4023998895308402,1
0,0,0,0,-1.0000696237967737,1,0,2,1,1,1,1,1,1,0,1,3,-1.4698871903504391,-0.9497472949952164,0
1,0,0,0,-1.1224252518129596,0,1,0,2,2,2,2,0,0,0,1,3,-0.7197863387199214,-0.9138354110595374,1
1,0,1,1,-0.3882914837158446,1,2,0,0,0,0,0,0,0,1,1,1,-0.5501404698367444,-0.539650345211304,1
1,0,0,0,-1.285566089167874,1,0,1,0,0,0,0,2,0,0,1,2,0.48769308097798514,-0.9753576741409923,1
0,1,1,0,0.7129091684298279,1,0,1,0,0,0,0,0,0,0,1,2,0.20494996617269018,0.509338431617493,1
1,0,0,0,-0.6330027397482163,1,0,2,1,1,1,1,1,1,2,0,1,-1.511467060174747,-0.8476366618636081,0
0,0,1,0,1.4470429365269428,1,2,1,2,2,2,0,2,2,2,1,0,1.5271898265856871,2.3220282733953965,0
1,0,0,0,-1.285566089167874,1,2,1,0,0,0,0,2,0,0,0,2,0.6523493654822452,-0.97317384336112,1
0,1,1,0,-0.30672106503838736,1,0,1,0,0,0,0,0,0,0,1,2,0.14673814841865887,-0.21055366435356712,0
1,0,0,0,1.4062577271882142,0,1,0,2,0,2,2,2,0,1,1,0,-0.5168765739772979,0.4548529566045156,0
1,0,0,0,-0.02122459966728712,1,0,2,1,1,1,1,1,1,1,0,1,-1.4815295539012454,-0.6983199896519302,0
0,1,1,0,1.4062577271882142,1,2,1,2,2,0,0,2,2,1,1,2,1.3542175681165654,2.12727027384496,0
1,1,1,0,1.6101837738818572,0,1,0,2,2,2,2,2,2,2,1,1,-0.014591746499656288,1.037097536753317,0
1,0,1,0,1.5693985645431285,1,2,1,0,2,2,2,2,2,2,1,1,1.4540092556949047,2.3826020039158964,1
1,0,0,1,-1.285566089167874,1,0,0,0,2,0,0,0,0,0,1,2,-0.49858143125460247,-0.9884385999234602,0
1,0,0,0,0.5497683310749134,0,1,0,0,2,0,0,0,0,0,0,0,-1.1505537900997531,-0.40158371035048396,1
0,1,0,0,-1.2447808798291453,0,1,0,0,0,2,0,0,0,0,1,2,-1.1472274005138086,-0.9757547342827874,1
0,0,0,0,-1.285566089167874,1,0,0,0,0,0,0,0,0,0,1,3,-0.6482689626221115,-0.9904239006324351,1
0,0,1,0,0.6313387497523706,1,0,0,0,2,2,0,0,2,1,1,2,0.02532492853167956,0.3548379186657142,0
0,0,1,0,1.1615464711558425,1,2,1,0,0,2,2,2,2,1,1,0,1.2777106076398386,1.8652988158473407,0
0,0,1,0,-0.02122459966728712,1,0,1,0,2,0,0,0,2,0,0,0,0.6407070019314391,0.13041070296448637,1
0,0,0,0,-1.2447808798291453,1,0,0,0,0,0,0,0,0,0,0,2,-0.6798696636885856,-0.97396796364471,0
0,0,0,0,-1.2039956704904167,1,0,2,1,1,1,1,1,1,0,0,2,-1.5014878914169132,-0.9844900574022769,1
0,0,0,0,-1.1224252518129596,1,0,1,0,0,0,2,0,2,0,1,1,0.6822868717557472,-0.8225556962402253,1
0,0,1,1,1.5693985645431285,1,2,0,2,2,2,2,2,2,2,0,0,0.8319744031232563,1.7878059115070206,0
1,0,1,0,0.18270144702635593,1,2,0,2,0,0,0,0,0,0,1,3,-0.32727236757845324,-0.11453128672948175,0
1,0,1,1,1.324687308510757,1,2,1,0,0,2,2,2,2,2,1,0,1.3043217243273957,1.9454608466963927,0
0,0,0,1,1.4062577271882142,1,2,1,0,2,0,2,2,2,1,1,0,1.3874814639760118,2.185748409172653,0
1,0,0,1,0.6721239590910992,1,2,1,0,0,0,0,0,0,0,0,1,0.3429951339893932,0.612331420619757,1
1,0,1,1,0.7129091684298279,1,2,0,2,0,0,2,2,0,2,1,1,0.18665482344999473,0.5277796693141932,0
1,0,1,1,-0.30672106503838736,1,0,2,1,1,1,1,1,1,1,0,2,-1.5064774757958301,-0.8290630707863096,0
0,0,0,1,-0.6330027397482163,1,2,0,0,0,2,0,0,0,1,1,3,-0.3006612508908959,-0.5968490645265472,1
0,0,1,1,1.2839020991720282,1,2,2,1,1,1,1,1,1,2,1,3,-1.3584531392212935,-0.3225908010300498,0
1,0,1,0,-0.30672106503838736,0,1,0,0,0,2,0,2,0,1,1,1,-0.8910954023960707,-0.5823343104542641,0
1,1,0,0,-0.3882914837158446,1,2,1,0,2,2,0,2,2,0,1,2,1.380828684804123,0.08521202349015819,1
1,1,1,0,-0.347506274377116,0,1,0,0,0,2,2,0,0,0,0,3,-1.0191614014549395,-0.6450698128578705,0
0,0,0,0,0.18270144702635593,1,2,1,0,0,2,0,2,2,0,1,2,1.1696029460966375,0.6706772025668523,0
0,0,0,0,-0.46986190239330183,1,0,1,0,0,0,0,0,0,0,1,2,0.12511661611001895,-0.3516864858649151,0
1,0,0,0,-1.285566089167874,1,0,0,0,0,0,0,0,0,0,1,3,-0.634963404278333,-0.9902474294583039,0
0,0,0,0,-0.9184992051193165,1,2,1,0,0,0,0,0,0,0,1,3,0.36129027671208863,-0.6675257697660532,0
1,0,0,0,-1.081640042474231,1,0,1,0,2,0,0,0,2,0,1,2,0.6490229758963008,-0.7650040345767201,1
1,0,1,0,0.7536943777685564,1,2,1,2,2,0,0,0,2,1,1,1,1.0481897262096582,1.1561935203950438,0
0,0,0,0,-0.9184992051193165,1,0,2,1,1,1,1,1,1,0,1,3,-1.4748767747293563,-0.9277986927126607,0
0,0,0,0,-1.081640042474231,0,1,0,2,2,0,2,0,2,0,0,1,-0.4636543406021835,-0.8747470459894985,0
1,0,1,1,0.590553540413642,1,2,0,2,2,2,2,2,2,2,1,3,0.851932740638924,0.894707358126285,0
0,0,1,1,1.1615464711558425,1,2,0,2,2,2,2,0,2,1,1,2,0.4827034965990684,1.1162669172478823,0
0,0,0,0,0.7944795871072851,0,1,0,2,2,2,0,2,2,2,1,0,-0.20419595289850123,0.3300878364938273,0
0,0,1,1,0.1011310283488987,1,2,0,2,2,0,0,0,0,0,1,1,-0.1809112257968886,-0.06770024889444078,0
1,0,1,0,1.5693985645431285,1,2,1,0,2,2,0,2,2,1,1,0,1.3575439577025104,2.2860943305629506,0
0,0,0,0,-1.081640042474231,1,0,0,2,2,0,0,0,0,0,0,2,-0.2873556925471174,-0.8387910442602866,1
1,0,1,0,0.5089831217361848,1,0,0,2,0,2,0,0,0,2,0,1,-0.3854841853324845,0.0026014551000365428,0
0,1,0,0,-1.2447808798291453,1,2,1,0,0,0,0,2,0,0,1,2,0.6872764561346639,-0.9277545749191279,1
0,0,0,0,-1.1632104611516882,1,0,0,0,2,0,0,2,2,0,1,0,0.12511661611001895,-0.8951956432919398,1
1,0,0,0,-1.2447808798291453,0,1,0,0,0,0,0,0,0,0,0,3,-1.350137165256432,-0.9934900872829631,0
1,0,0,0,-1.1632104611516882,1,0,1,0,0,0,0,2,0,0,0,2,0.431144458016926,-0.8784529406462516,1
1,0,0,0,0.7536943777685564,1,2,0,2,0,0,2,0,0,1,0,1,-0.16594247266013784,0.3323157850672323,0
1,0,1,1,1.1207612618171139,1,2,2,1,1,1,1,1,1,1,0,1,-1.361779528807238,-0.34586293711858873,0
1,0,0,0,-0.9592844144580451,1,0,2,1,1,1,1,1,1,1,1,3,-1.4881823330731347,-0.9382325508831622,0
1,0,0,0,-1.2039956704904167,1,2,1,0,2,2,0,2,2,0,1,0,1.3459015941517039,-0.8678426113016191,1
1,0,0,0,-0.6330027397482163,1,2,1,0,0,2,2,0,2,0,1,0,1.0232418043150735,-0.286921564958801,0
0,0,0,0,-1.0000696237967737,1,2,1,0,0,0,0,2,0,0,1,2,0.7371722999238336,-0.674231674383035,1
1,0,1,1,0.5497683310749134,1,0,0,2,0,2,2,2,2,2,0,3,0.5359257299741825,0.6864713726515856,0
0,0,0,0,1.4470429365269428,1,0,0,2,2,2,2,2,2,2,1,1,0.58415837897038,1.4807019507253723,0
1,0,0,0,-1.285566089167874,1,0,0,0,0,0,0,2,0,0,1,3,-0.37883140616059513,-0.9868503593562803,1
0,0,1,0,-1.1632104611516882,1,0,2,1,1,1,1,1,1,1,0,0,-1.4765399695223285,-0.9755782631086561,0
0,0,0,0,-1.285566089167874,0,1,0,0,0,0,0,0,0,0,1,3,-1.3235260485688747,-0.9993798127195885,1
1,0,0,1,-0.18436543702220157,1,0,0,0,2,0,2,0,0,1,1,1,-0.3488938998870934,-0.3413629221782457,0
0,0,0,0,0.2642718657038131,1,0,0,0,2,0,0,2,0,1,1,1,-0.20918553727741815,-0.029053061759729697,0
1,0,0,0,-0.877713995780588,1,0,1,0,0,2,0,0,2,0,0,2,0.6623285342400791,-0.618356488873775,0
0,0,1,0,1.5693985645431285,0,1,0,0,2,2,2,2,2,2,1,1,-0.11604662887096814,0.891177934643663,0
1,0,0,1,-1.2447808798291453,1,0,2,1,1,1,1,1,1,0,0,3,-1.4798663591082732,-0.9915268454707544,0
1,1,1,0,-0.10279501834474433,1,0,1,0,2,2,0,0,0,0,1,3,0.49101947056393,0.03299861484411873,1
0,0,0,0,-0.6330027397482163,1,0,2,1,1,1,1,1,1,1,0,3,-1.4881823330731347,-0.8544308020676554,0
0,0,1,0,0.9168352151234709,1,2,1,0,2,2,0,2,0,0,1,1,0.9833251292837376,1.227686404814906,0
0,0,0,0,1.0391908431396566,1,2,1,2,0,0,0,0,0,0,1,0,0.49600905494284675,0.9866929576421214,0
0,0,0,0,-1.1224252518129596,1,0,0,2,0,0,2,0,0,0,0,2,-0.3555466790589825,-0.8744602803315354,1
0,1,0,0,-1.285566089167874,1,0,2,1,1,1,1,1,1,0,1,2,-1.511467060174747,-1.0018724680541904,1
1,1,0,0,-0.9592844144580451,1,2,1,0,0,0,0,0,0,0,1,2,0.3047416537510296,-0.7111362086732014,0
1,0,0,0,-0.2659358556996588,1,0,0,0,0,0,2,0,0,0,0,0,-0.5235293531491874,-0.464583919515287,0
0,0,0,0,0.7129091684298279,1,0,2,1,1,1,1,1,1,2,0,1,-1.5131302549677197,-0.5587092320174629,0
0,0,1,0,1.6101837738818572,1,2,1,2,2,2,2,2,2,2,1,0,1.6219919297851098,2.599595371406852,0
0,0,0,1,0.4274127030587276,1,0,1,2,2,0,2,2,2,1,1,1,1.3675231264603442,0.9890973773896575,0
1,0,0,0,0.9576204244621995,1,2,2,1,1,1,1,1,1,2,1,0,-1.2952517370883452,-0.37337038138627415,0
0,0,0,0,-1.285566089167874,1,0,2,1,1,1,1,1,1,0,0,3,-1.5231094237255534,-1.002026880331555,0
1,0,1,1,1.6101837738818572,1,2,1,0,2,2,0,2,2,2,1,2,1.2810369972257836,2.2421971259978393,1
1,0,1,0,1.6101837738818572,1,2,1,2,2,0,2,0,2,2,1,0,1.186234894026361,2.221219115173005,0
1,0,1,0,0.14191623768762732,1,2,1,0,0,0,0,2,2,0,1,2,1.0149258303502118,0.5222870040193625,0
1,0,0,0,-1.1224252518129596,1,0,0,0,0,2,2,2,2,0,0,0,0.34133193919642096,-0.837224862589873,0
0,0,0,0,-0.7961435771031307,1,2,1,0,2,2,0,0,0,0,1,2,0.6506861706892729,-0.5434224165583563,1
0,1,0,0,0.4681979123974562,1,0,1,0,2,2,0,0,2,1,0,1,0.8070264812286715,0.7501774665129132,0
0,1,1,1,1.5286133552044,1,2,1,0,2,2,2,2,2,1,1,2,1.4307245285932926,2.2877266889236636,0
1,0,0,0,0.4681979123974562,1,0,2,1,1,1,1,1,1,1,0,1,-1.509803865381775,-0.6418492139299778,0
0,1,1,0,-0.02122459966728712,1,2,1,0,0,0,0,2,0,0,1,1,0.7005820144784427,0.14922694190621505,1
0,0,1,0,1.4878281458656715,1,2,2,1,1,1,1,1,1,2,1,1,-1.3285156329477916,-0.25235527372587163,0
0,1,0,0,-0.6737879490869448,1,0,0,0,0,0,2,2,0,0,0,2,-0.18257442058986106,-0.5587312909142292,1
1,1,1,1,1.4470429365269428,1,0,2,1,1,1,1,1,1,1,0,0,-1.509803865381775,-0.48388545418587614,0
1,0,0,0,-0.6737879490869448,1,0,1,0,0,0,0,0,0,0,1,1,0.16835968072729926,-0.4786133778587095,0
1,0,1,1,1.4470429365269428,1,0,0,2,2,0,2,2,2,2,0,0,0.5974639373141584,1.5379889056276808,0
1,0,0,0,-1.1632104611516882,1,0,2,1,1,1,1,1,1,0,0,3,-1.5264358133114981,-0.9756444397989554,0
0,0,1,1,-0.2659358556996588,0,1,0,2,2,0,2,0,0,0,0,1,-0.8661474805014858,-0.5581798184950696,0
0,0,0,0,-0.14358022768347295,0,1,0,0,2,0,0,0,0,0,1,2,-1.1405746213419192,-0.6326506539783943,1
1,0,0,1,-1.1224252518129596,1,0,2,1,1,1,1,1,1,0,0,1,-1.4815295539012454,-0.9566296707863293,0
1,0,1,0,1.5286133552044,1,2,1,0,2,2,0,2,0,1,1,0,1.001620272006433,1.902600410279302,0
1,0,1,0,-0.347506274377116,1,0,0,2,0,0,2,2,2,1,0,0,0.31638401730183613,-0.2547596934734078,0
0,1,1,0,1.6101837738818572,1,2,0,2,2,2,2,0,2,2,0,0,0.4511027955325942,1.4964299441198066,0
1,0,0,0,-1.285566089167874,1,0,1,0,0,0,2,0,0,0,1,3,0.3130576277158912,-0.977673858301463,0
1,0,1,0,1.5286133552044,0,1,0,0,2,2,2,0,2,1,1,0,-0.4603279510162391,0.5932945927103643,0
0,0,1,1,0.14191623768762732,1,0,2,1,1,1,1,1,1,0,0,0,-1.5197830341396088,-0.7003494081544378,0
0,1,0,0,0.22348665636508452,1,2,1,0,0,0,2,2,2,0,1,2,1.1529709981669143,0.6370153261013446,1
0,0,0,0,-0.6330027397482163,1,0,1,0,0,0,0,0,0,0,1,2,0.17002287552027148,-0.5055252319137024,1
0,0,1,1,0.34584228438127035,1,2,1,0,2,2,2,2,2,1,1,0,1.470641203624628,0.9546634395373264,0
0,0,0,0,-1.285566089167874,1,0,0,0,0,0,0,0,0,0,1,2,-0.6515953522080562,-0.9904680184259679,1
1,0,0,0,-1.2447808798291453,0,1,0,0,0,0,2,0,0,0,0,0,-1.165522543236504,-0.9771003269855371,1
1,0,0,0,-0.7553583677644021,1,0,1,0,0,2,0,0,0,0,0,2,0.3845750038137013,-0.5174149772707853,0
1,1,0,0,-1.2447808798291453,1,0,1,0,2,2,2,0,2,0,1,1,1.0049466615923774,-0.9309310560534877,1
1,0,0,0,-1.285566089167874,1,0,2,1,1,1,1,1,1,0,0,3,-1.499824696623941,-1.0017180557768255,1
1,0,1,1,-0.7961435771031307,1,2,0,0,2,2,2,2,0,0,1,2,0.2631617839267215,-0.600135840144739,0
1,0,0,0,-1.081640042474231,1,0,2,1,1,1,1,1,1,0,0,3,-1.5280990081044703,-0.9618576293199631,0
0,0,0,0,-1.1632104611516882,1,0,1,0,2,0,0,0,0,0,1,0,0.39122778298559063,-0.8632764196709769,1
0,0,1,1,-1.1224252518129596,1,0,1,0,2,0,2,2,2,0,1,3,1.139665439823136,-0.8052835800721438,1
0,0,1,0,-0.7145731584256735,1,0,1,2,0,2,0,2,2,0,0,2,1.2261515690576967,-0.27395093366016504,0
0,0,0,0,0.590553540413642,1,0,1,2,0,0,0,0,0,0,0,1,0.3513111079542548,0.5535665196341002,0
0,0,0,0,-1.0000696237967737,1,0,0,0,0,2,2,0,2,0,0,3,-0.026234110050462833,-0.7880776405943615,0
